# runtime-cost-constants.tsv — the step-1 runtime cost model's constants of
# record (runtime-cost-model-design.md §3 rule 1: a routing constant without
# provenance and an automated honesty check is a latent regression).
# Structural twin of m5-coverage.tsv. Pinned against
# costsize/src/runtime_model.rs by its `constants_match_tsv` unit test;
# generated by scripts/runtime-cost-fit.py from the WITNESSED v2 ladder
# (M5ROWFLIP2 rows of scripts/m5-rowflip-measure-v2.sh: per-leg engine
# pins, serial/legacy negative witnesses, legacy Workers-Launched witness,
# runtime dop-pinned engagement, fast-profile server; the contaminated v1
# record is retired — scratchpad/night/hj-ladder-v2-and-seat-letter.md).
# Units: legacy-row-equivalents (ratio-normalized — legacy per-row work
# == 1; verdicts are ratio comparisons, absolute anchor cancels; step 2
# rebases to cost units via the t34 anchor).
# Model: t_rt = c_engage + w_row*N/D; t_leg = l_setup + N/min(D,l_cap);
# suppress iff t_rt/t_leg <= 1.0 && N >= n_min_fit.
#
# ROUTING STATUS (t36 flips2): the THREE witnessed rot cells decide by
# curve at default — PGRUST_M5_COST_ROUTE unset = CbPlainAggFold,
# CbGroupedAggTextKey, CbHashJoinPlainAgg (GL-COST class flip letters,
# notes/gl-cost-class-flip-letters.md); `shadow` is the kill that restores
# floors-decide everywhere; every other curve-modeled class stays SHADOW.
# The witnessed record contradicts three shipped rectangles at
# measured cells (the runtime_model disagreement pin):
#   CbPlainAggFold 1M@dop4 suppressed at 1.258x loss;
#   CbGroupedAggTextKey 1M/2.5M@dop4 suppressed at 1.130/1.339x loss;
#   CbHashJoinPlainAgg 1M@dop4 suppressed at 1.319x loss;
#   CbHashJoinPlainAgg 2.5M@dop16 kept at a 0.923 forgone win.
# Each is a flip-gate candidate needing its GL-COST-<class> letter.
# Heap-scan classes engaged at dop<DOP in some cells (runtime witness
# dopN-MISMATCH, a scan-program item): their ratios are honest
# "what suppression delivers" wall ratios.
# Term classes beyond the curve terms:
#   admission_*      — executor-admission MIRROR, never retired by cost
#                      routing (m5-5 reading #3).
#   curve_reuse      — class rides another class's fitted curve (value =
#   rectangle_max_rows — a guarded-off/bounded rectangle OF RECORD set by
#                      witnessed cells (GL-COST-2 unwire rows); the note
#                      carries the grid and the reopen path.
#                      that class), matching the shipped guard reuse.
#   hold_groups_min  — classify-time groupby-high HOLD; retired at step 2.
# WITNESS column (the witnessed-ladder-discipline census; pinned by
# runtime_model::witness_census_is_pinned):
#   witnessed-v2      — fit from WITNESSED M5ROWFLIP2 cells (per-leg engine
#                       pins + negative witnesses; the vehicle of record).
#   witnessed-ab      — pinned by a timed unforced A/B with its fleet
#                       letter in the provenance columns.
#   unwitnessed-reuse — rides another class's fitted curve with NO witnessed
#                       cells of its own. UNUSABLE as fit evidence: the row
#                       may keep following its host curve (the shipped guard
#                       reuse it mirrors) but may NOT be refit, re-anchored,
#                       or flipped to an own curve until its ladder cells are
#                       witnessed (specs: notes/runtime-cost-ladder-specs.md;
#                       owner GL-COST-2 / GL-AGGPOLY-1).
#   structural        — not an economics constant (admission mirror /
#                       no-curve marker); witness status not applicable.
#   witnessed-refutes-reuse — the class HAS witnessed cells of its own and
#                       they CONTRADICT the host curve it rides; the reuse
#                       stays wired only because unwiring is a routing
#                       change that must ride its GL letter — the row's
#                       note carries the measured grid and the urgency.
#   unwitnessed-debt  — a NAMED cell where two routing mechanisms disagree
#                       and neither side has the witnessed measurement that
#                       adjudicates it; the census + ladder spec own filling
#                       it. Like unwitnessed-reuse, unusable as fit evidence.
class	term	value	unit	fit_jobs	sha	date	ladder_script	owning_arm_killswitch	note	witness
CbHashJoinMultiBuild	rectangle_max_rows	0	rows	pgrust-fast-tests-d10db8ef5e-{-30b7,-4a8b,-1d29,-6704,-1623,-0de8,-0fa5,-66cb}	d10db8ef5e	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_M5_HJRIDER_CURVE	GL-COST-2 UNWIRE: guarded OFF at every size (the topn max_rows=0 precedent) — the witnessed L1 grid (rt/legacy 3.47@1M.4 / 3.04@1M.16 / 4.33@2.5M.4 / 6.03@2.5M.16, the 2.5M.16 cell dop-pinned CLEAN) refuted the PlainAgg curve reuse and NO witnessed win region exists (the t35 2M floor was itself an unmeasured reuse); PGRUST_M5_HJRIDER_CURVE=1 restores the refuted wiring for A/B vehicles, one train; reopen = own witnessed curve (ladder spec L1)	witnessed-v2
CbHashJoinGroupedAgg	rectangle_max_rows	0	rows	pgrust-fast-tests-d10db8ef5e-{-30b7,-4a8b,-1d29,-6704,-1623,-0de8,-0fa5,-66cb}	d10db8ef5e	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_M5_HJRIDER_CURVE	GL-COST-2 UNWIRE: guarded OFF at every size — the witnessed L2 grid (rt/legacy 3.54@1M.4 / 3.14@1M.16 both dop-pinned CLEAN / 4.63@2.5M.4 / 6.40@2.5M.16; rt/serial 0.79-0.98) refuted the PlainAgg curve reuse; KILL POSTURE since GL-MBSEAT-1: applies whenever the seated arm is dark (MBSEAT/MBSHARED killed) or the class is un-decided (COST_ROUTE=shadow); at the flipped defaults the class decides by its OWN curve rows above (ladder spec L2 filled, ngroups axis measured 10/1k/32k)	witnessed-v2
CbHashJoinGroupedAgg	c_engage	5695.0	legacy-row-equiv	pgrust-fast-tests-39d74f1439-{4667,03aa,2ce5,23c3,2580,2e56,0229,48c5,2b05}	39d74f143	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	GL-MBSEAT-1 own curve, fitted on the SEATED arm (MBSHARED+MBSEAT default-ON; 9 cells, every leg dop-pinned CLEAN; rms 5.5%); the planner un-curves the class when either knob is killed (cover_class_curve mirrors) — the rectangle_max_rows=0 row below is that kill posture	witnessed-v2
CbHashJoinGroupedAgg	w_row	1.3218	legacy-row-equiv/row	pgrust-fast-tests-39d74f1439-{4667,03aa,2ce5,23c3,2580,2e56,0229,48c5,2b05}	39d74f143	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	-	witnessed-v2
CbHashJoinGroupedAgg	l_setup	64597.1	legacy-row-equiv	pgrust-fast-tests-39d74f1439-{4667,03aa,2ce5,23c3,2580,2e56,0229,48c5,2b05}	39d74f143	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	-	witnessed-v2
CbHashJoinGroupedAgg	l_cap	16.00	workers	pgrust-fast-tests-39d74f1439-{4667,03aa,2ce5,23c3,2580,2e56,0229,48c5,2b05}	39d74f143	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	the legacy reference genuinely launched w16 at 5M (gather+w16 witness) — the fit sits AT the bound; the model pin allows <=16 for this class	witnessed-v2
CbHashJoinGroupedAgg	n_min_fit	1000000.0	rows	pgrust-fast-tests-39d74f1439-{4667,03aa,2ce5,23c3,2580,2e56,0229,48c5,2b05}	39d74f143	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	-	witnessed-v2
CbHashJoinGroupedAgg	ser_setup	0.0	legacy-row-equiv	-	-	2026-07-21	-	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	UNFITTED PLACEHOLDER (abstain): class boarded with GL-MBSEAT-1 after the R1 serial wave — no witnessed serial cell; SERIAL_FIT_UNUSABLE abstains (fails toward the incumbent) pending the R1B refit row	unwitnessed-debt
CbHashJoinGroupedAgg	ser_row	0.0	legacy-row-equiv/row	-	-	2026-07-21	-	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	UNFITTED PLACEHOLDER (abstain): class boarded with GL-MBSEAT-1 after the R1 serial wave — no witnessed serial cell; SERIAL_FIT_UNUSABLE abstains (fails toward the incumbent) pending the R1B refit row	unwitnessed-debt
CbHashJoinGroupedAgg	ngroups_lift_max	1024	groups	pgrust-fast-tests-39d74f1439-{4667,03aa,2ce5,23c3,2580,2e56,0229,48c5,2b05}	39d74f143	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_LANE_V2_MBSEAT+PGRUST_LANE_V2_MBSHARED	the curve path's classifier bound: seated wins witnessed at ngroups 10 and 1k (the 1k twin tracks within 0.03-0.11 at every cell); 32k LOSES 1.86-2.48 seated (the export/absorb tail) — 1024 = the last witnessed win axis point, the 1k..32k boundary unmeasured	structural
AggPolyHeapPlain	curve_reuse	HeapCmpFoldPrefix	class	-	c0837fba9	2026-07-14	-	PGRUST_RUNTIME	PROVISIONAL reuse (strictly more per-row work than the measured int fold -> errs conservative); GL-AGGPOLY-1 owns re-measuring	unwitnessed-reuse
CbMetaFooterAgg	curve_reuse	-	class	-	0a1ab4a55	2026-07-14	-	PGRUST_RUNTIME	footer answers are O(1): never floored, no curve — NO_GUARD posture kept in every mode	structural
_grouped_classes	hold_groups_min	4000000	groups	unforced-CB-10M A/B (night/routing-floor-fixes)	b12c3fc74	2026-07-21	fleet letter in branch commit	PGRUST_RUNTIME	classify-time groupby-high HOLD (PGRUST_M5_GROUPBY_HIGH_FLOOR overridable); becomes the seal-term crossover at step 2	witnessed-ab
PartwisePlainFold	curve_reuse	-	class	-	a88c58496e70	2026-07-21	scripts/partwise-fleet-ladder.sh	PGRUST_LANE_V2_PARTWISE	rectangle-retained: per-AM PROVISIONAL floors live in the m5_partwise.rs classifier (CbPlainAggFold/HeapCmpFoldPrefix reuse, GL-PARTWISE-1); own curve cells ride the named floor-calibration mini-ladder follow-up	structural
# --- R1 SERIAL-REGIME rows (soak-adj round-2 §R2.4; runtime_model.rs
# ser_setup/ser_row + cost_route_verdict_regime): the SAME nine witnessed
# v2 jobs' SERIAL legs (serial:neg-ok on every row — engine-pinned walls,
# valid where the runtime witness is absent), fit with the legacy params
# FROZEN (scripts/runtime-cost-fit.py fit_serial). Consumed when the
# arm-admission mirror says the arm will NOT own the suppressed plan
# (t_rt := t_ser). UNUSABLE-fit classes (rms > 40%: CbDistinctIntKeys
# ~1152%, CbGroupedAggTopN ~69%) carry their rows for provenance; the
# regime verdict ABSTAINS there (SERIAL_FIT_UNUSABLE pin). The
# CbTopnBoundedIntKeys ARM is superseded (L6) but its SERIAL lane was
# not reworked — its ser rows stay witnessed-v2.
CbDistinctIntKeys	ser_setup	0.0	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	UNUSABLE fit (rms ~1152% — linear t_ser cannot follow this class's serial surface); regime abstains	witnessed-v2
CbDistinctIntKeys	ser_row	0.2701	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	UNUSABLE fit; regime abstains	witnessed-v2
CbGroupedAggIntKeys	ser_setup	1521808.2	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbGroupedAggIntKeys	ser_row	0.5155	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbGroupedAggTextKey	ser_setup	496422.6	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbGroupedAggTextKey	ser_row	0.9510	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbGroupedAggTopN	ser_setup	534384.6	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	UNUSABLE fit (rms ~69%); regime abstains — the F1 post-qual floor owns this class's small-N routing	witnessed-v2
CbGroupedAggTopN	ser_row	0.3162	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	UNUSABLE fit; regime abstains	witnessed-v2
CbHashJoinPlainAgg	ser_setup	0.0	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbHashJoinPlainAgg	ser_row	0.9928	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbPlainAggFold	ser_setup	29327.6	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	the serial fold answers ~flat (footer/zone) — ser_row ~0; the q2-class small-N win regime	witnessed-v2
CbPlainAggFold	ser_row	0.0120	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
CbTopnBoundedIntKeys	ser_setup	592578.0	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	RE-EMIT (reproducibility adjudication, topn-heap lane flag 2026-07-21): the L6 refit (GL-COST-TOPN-1, 81188c50b) rebased this class's FROZEN legacy denominator (l_setup 236241.6->322122.7, l_cap 11.81->16.00) and the ser terms were never re-fit against it — the shipped (417592.9, 0.4527) paired with the OLD denominator; the script's re-fit against the CURRENT one is the value of record (same nine-job serial cells; rms 33.2%, inside the 40% usability bar). Script and TSV reproduce each other exactly again.	witnessed-v2
CbTopnBoundedIntKeys	ser_row	0.4290	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	RE-EMIT (reproducibility adjudication, topn-heap lane flag 2026-07-21): the L6 refit (GL-COST-TOPN-1, 81188c50b) rebased this class's FROZEN legacy denominator (l_setup 236241.6->322122.7, l_cap 11.81->16.00) and the ser terms were never re-fit against it — the shipped (417592.9, 0.4527) paired with the OLD denominator; the script's re-fit against the CURRENT one is the value of record (same nine-job serial cells; rms 33.2%, inside the 40% usability bar). Script and TSV reproduce each other exactly again.	witnessed-v2
HeapCmpFoldPrefix	ser_setup	228223.5	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
HeapCmpFoldPrefix	ser_row	1.3933	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
HeapPlainCountStar	ser_setup	454725.6	legacy-row-equiv	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
HeapPlainCountStar	ser_row	0.4871	legacy-row-equiv/row	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	-	witnessed-v2
_serial_regime	n_min_serial	100000	rows	-66c9/-0f09/-3ad6/-2686/-47ad/-58be/-17f3/-11d5/-683a	c517fec04	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	smallest serial-witnessed cell; the R1 small-N wave extends downward	witnessed-v2
CbHashJoinPlainAgg	wout_rt	0.0254	legacy-row-equiv/outrow	-1bff/-72b0/-4fba + -66c9..-683a	1a8e9c93b	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	R2 REFIT (soak-adj round-2 §R2.4, both-geometry grid: jobs pgrust-fast-tests-1a8e9c93be-1784671{860-1bff,866-72b0,870-4fba} dense cells + the original nine-job one-clause cells; legacy side FROZEN at its witnessed fit so the R1 serial ratios stand): rt side re-expressed as w_row*N/D + wout_rt*OUT — the dense-seat control proved PAGES INERT on the join family, OUT_ROWS is the split (one-clause OUT~N keeps at dop4, two-clause OUT~0 suppresses 0.485-0.745 witnessed); verdict-hinge holds every non-parity cell, the 5M@dop16 parity cell (1.024) flips to suppressed-at-parity (M5-5 bar)	witnessed-v2
CbHashJoinPlainAgg	wout_leg	0.0	legacy-row-equiv/outrow	-1bff/-72b0/-4fba + -66c9..-683a	1a8e9c93b	2026-07-21	scripts/m5-rowflip-measure-v2.sh	PGRUST_RUNTIME	legacy emit priced inside its per-row unit (fit bound)	witnessed-v2
# --- SERIAL-SIDE TERM (step-2 three-way shadow; costsize/src/serial_model.rs,
# pinned by serial_constants_match_tsv; fit scripts/serial-term-fit.py).
# Units: witnessed-wall-ms on the reference rig (dist, warm medians) —
# argmin within a family, anchor cancels; NOT commensurable with the
# legacy-row-equiv rows above. Serial* classes are SHADOW-ONLY: nothing
# routes off them; the three hand-carves they price stay wired until
# their GL flip letters ride the agreement census. Provenance:
# SerialTopnNonInt = the GL-TOPNNI-1 three-way grid (10M dist job
# pgrust-fast-tests-8cf38a8c7c-1784631271-6af8 + wave-3 100M dist leg,
# per-cell serial:neg/legacy:gather+wN/runtime:sup+dopN witnesses,
# scratchpad/night/GL-TOPNNI-1-{10m,100m}-dist.tsv) + the real-sorted-bank
# friendly anchors (flip-sanity jobs -1784633628/-632/-634272 @ 34b23fdf2).
# SerialTsTruncFold = the GL-OPENROWS car-3 two-scale record (jobs
# -0c51/-2e14/-70ed/-66f5, scratchpad/night/open-rows-letters.md).
# SerialTopnSelQual = the carve flip's ENFORCING model (GL-RESIDUAL-2
# re-adjudication of the GL-TOPNNI-1 selective-qual carve): the star-wide
# selective cells of the born-RED red legs -31c8/-0156 @ t44 main plus the
# stock-posture green legs -2f77/-671f.
# SerialScanFoldMeta = the L4 named serial-dominance cell (job
# …-1784634348-6239 @ 45f07dd71) — single-cell anchor, L7 owns the grid.
SerialTopnNonInt	granule_rows	8192	rows/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	footer geometry (1221 granules @ 10M, the band diagnosis)	witnessed-ab
SerialTopnNonInt	ser_setup_ms	1.0	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	engage/parse floor, fixed pre-fit	witnessed-ab
SerialTopnNonInt	g_bf_hostile	97.6	granules	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	best-first read at survival 1, k=10, permutation key (flat 10M/100M)	witnessed-ab
SerialTopnNonInt	g_bf_friendly	12.5	granules	-1784633628/-632/-634272	34b23fdf2	2026-07-21	fleet letter in branch commit	PGRUST_LANE_V2_TOPN_NONINT	real-sorted-bank anchor pair (loses at survival 0.0101, wins at 0.75)	witnessed-ab
SerialTopnNonInt	k_ref	10	rows	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	bound the g_bf cells witnessed; larger bounds scale linearly (conservative)	witnessed-ab
SerialTopnNonInt	n_min_fit	1e7	rows	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	below support the term ABSTAINS (carve/floor verdict stands)	witnessed-ab
SerialTopnNonInt	s_gran_star_wide	0.0449	ms/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_setup_star_wide	3.51	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_rate_star_wide	1.1235e-5	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_cap_star_wide	13.34	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_setup_star_wide	5.85	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_rate_star_wide	5.4943e-6	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_cap_star_wide	14.25	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	s_gran_star_wide_noqual	0.0449	ms/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	shares the qualed star fit (the qual column read costs a key-column read)	witnessed-ab
SerialTopnNonInt	leg_setup_star_wide_noqual	3.13	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_rate_star_wide_noqual	8.0746e-6	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_cap_star_wide_noqual	13.61	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_setup_star_wide_noqual	4.76	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_rate_star_wide_noqual	8.6386e-8	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_cap_star_wide_noqual	6.09	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	s_gran_narrow_ts	0.1943	ms/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_setup_narrow_ts	7.10	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_rate_narrow_ts	5.1631e-5	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_cap_narrow_ts	13.67	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_setup_narrow_ts	4.65	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_rate_narrow_ts	1.4015e-7	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_cap_narrow_ts	6.83	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	s_gran_multi_key	0.4639	ms/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_setup_multi_key	7.38	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_rate_multi_key	5.9300e-5	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_cap_multi_key	13.60	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_setup_multi_key	5.56	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_rate_multi_key	1.9453e-7	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	rt_cap_multi_key	8.03	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	s_gran_text_lead	0.3445	ms/granule	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	text keys have no zone vocabulary: g_read = g_total	witnessed-ab
SerialTopnNonInt	leg_setup_text_lead	4.53	ms	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_rate_text_lead	3.3829e-5	ms/row	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
SerialTopnNonInt	leg_cap_text_lead	12.90	workers	-6af8+100m-wave3	8cf38a8c7	2026-07-21	scripts/gl-topnni-ladder.sh	PGRUST_LANE_V2_TOPN_NONINT	-	witnessed-ab
