# Lane-K REMEDIATED residual for adt/formatting (proofs/gr-fmt, 2026-07-31).
# RECORDED rows: uncovered v2-SLOC lines NOT excepted; each carries a per-line reason.
# Companion legs: hand exception rows appended to proofs/coverage/phase1-exceptions.tsv
# (lane p1-lanek-remediation) and mechanical rows in auto-exceptions.tsv (this dir).
file	line	class	reason	snippet
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	700	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	706	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	710	defensive-dead	from_char match covers every id in DCH_KEYWORDS; catch-all arm required by Rust match exhaustiveness, mirrors C switch default no-op	_ => {}
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	731	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	744	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	24	harness-shape	data_expanded path needs a short-header/expanded varlena; harness feeds 4B-header images straight from numeric_in — storage-only input shape	val.data_expanded(mcx)?
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	133	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	const fn b(foid: Oid, name: &'static str, func: PGFunction) -> FmgrBuiltin {
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	134	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	FmgrBuiltin {
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	135	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	foid,
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	136	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	name,
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	137	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	nargs: 2,
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	138	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	strict: true,
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	139	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	retset: false,
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	140	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	func,
crates/backend/utils/adt/formatting/src/fromchar.rs	47	defensive-dead	is_next_separator END guard: sole call site (from_char_parse_int_len) passes the current ACTION node index, never the END node	return false;
crates/backend/utils/adt/formatting/src/fromchar.rs	77	defensive-dead	adjust_partial_year year>=1000 arm: all three callers (YYY/YY/Y) gate on <4 consumed chars, bounding the parsed value to <=999	year
crates/backend/utils/adt/formatting/src/fromchar.rs	104	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/fromchar.rs	124	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/fromchar.rs	176	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/fromchar.rs	199	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/fromchar.rs	215	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/fromchar.rs	231	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/fromchar.rs	236	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(None);
crates/backend/utils/adt/formatting/src/fromchar.rs	404	soft-error-shape	escontext soft-mode arm: harness and C oracle both run the hard-error SQL plane (escontext=None), so errsave()? propagates Err before this line; production-reachable via SQL/JSON datetime() soft mode; owed to a future soft-plane harness	return Ok(false);
crates/backend/utils/adt/formatting/src/lib.rs	40	seam-glue	pgrust-only init_seams() server-boot glue; fuzz harness calls the crate entry points directly	pub fn init_seams() {
crates/backend/utils/adt/formatting/src/lib.rs	41	seam-glue	pgrust-only init_seams() server-boot glue; fuzz harness calls the crate entry points directly	formatting_seams::str_tolower::set(case::str_tolower);
crates/backend/utils/adt/formatting/src/num.rs	52	defensive-dead	int_to_roman value is clamped to 1..3999 so numstr len is 1..4, all explicitly matched	_ => {}
crates/backend/utils/adt/formatting/src/num.rs	78	env-pin-shadow	requires a non-C locale (non-empty lconv strings / localized names); harness pins C locale per the SQL-surface carve	l.decimal_point.as_bytes()
crates/backend/utils/adt/formatting/src/num.rs	83	env-pin-shadow	requires a non-C locale (non-empty lconv strings / localized names); harness pins C locale per the SQL-surface carve	l.thousands_sep.as_bytes()
crates/backend/utils/adt/formatting/src/num.rs	87	env-pin-shadow	requires a non-C locale (non-empty lconv strings / localized names); harness pins C locale per the SQL-surface carve	b"."
crates/backend/utils/adt/formatting/src/num.rs	91	env-pin-shadow	requires a non-C locale (non-empty lconv strings / localized names); harness pins C locale per the SQL-surface carve	l.negative_sign.as_bytes()
crates/backend/utils/adt/formatting/src/num.rs	96	env-pin-shadow	requires a non-C locale (non-empty lconv strings / localized names); harness pins C locale per the SQL-surface carve	l.positive_sign.as_bytes()
crates/backend/utils/adt/formatting/src/num.rs	103	env-pin-shadow	requires a non-C locale (non-empty lconv strings / localized names); harness pins C locale per the SQL-surface carve	l.currency_symbol.as_bytes()
crates/backend/utils/adt/formatting/src/num.rs	463	defensive-dead	RN empty-tail arm: number_p advances only in numpart, which early-returns for roman formats, so number_p stays 0 < len	b""
crates/backend/utils/adt/formatting/src/num.rs	533	defensive-dead	NUM_SG nul_at on sign==0: sign==0 only on roman/EEEE paths and parse rejects SG with RN and with EEEE in both orders	np.nul_at = np.out_p;
crates/backend/utils/adt/formatting/src/num.rs	567	defensive-dead	OOB-read fallback returning 0: every call site is bounds-guarded (overload()/amount_test/len checks); defensive C-parity read	0
crates/backend/utils/adt/formatting/src/num.rs	576	defensive-dead	OOB-read fallback returning 0: every call site is bounds-guarded (overload()/amount_test/len checks); defensive C-parity read	0
crates/backend/utils/adt/formatting/src/num.rs	592	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown	self.number.resize(self.number_p + 1, 0);
crates/backend/utils/adt/formatting/src/num.rs	615	defensive-dead	numpart entry-overload return: the processor loop pre-checks overload and breaks before dispatching	return;
crates/backend/utils/adt/formatting/src/num.rs	688	env-pin-shadow	post-read overload return: inout_p advance is decimal.len()-1 = 0 under the pinned C locale; needs a multi-byte locale decimal separator	return;
crates/backend/utils/adt/formatting/src/num.rs	849	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown	number.resize(2, 0);
crates/backend/utils/adt/formatting/src/num.rs	932	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown	np.number.resize(npp + numlen, 0);
crates/backend/utils/adt/formatting/src/num.rs	1003	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown	np.number.push(0);
crates/backend/utils/adt/formatting/src/num.rs	1023	defensive-dead	fmt_pad_str right-align arm: every call site (dch.rs) passes width 0, -4 or -9 — never positive	format!("{spaces}{s}")
crates/backend/utils/adt/formatting/src/num.rs	1029	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values	return "NaN".to_string();
crates/backend/utils/adt/formatting/src/num.rs	1032	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values	return if val.is_sign_negative() {
crates/backend/utils/adt/formatting/src/num.rs	1033	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values	"-Infinity".to_string()
crates/backend/utils/adt/formatting/src/num.rs	1035	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values	"+Infinity".to_string()
crates/backend/utils/adt/formatting/src/num.rs	1083	defensive-dead	'+' exponent-prefix arm: Rust {:e} formatting never emits a '+' in the exponent	('+', rest)
crates/backend/utils/adt/formatting/src/num.rs	1094	defensive-dead	no-'e' fallback: the input string is always produced by {:.*e} and always contains 'e'	s.to_string()
crates/backend/utils/adt/formatting/src/num_entry.rs	122	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials	NUMERIC_NAN => Some(b"NaN"),
crates/backend/utils/adt/formatting/src/num_entry.rs	123	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials	NUMERIC_PINF => Some(b"Infinity"),
crates/backend/utils/adt/formatting/src/num_entry.rs	124	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials	NUMERIC_NINF => Some(b"-Infinity"),
crates/backend/utils/adt/formatting/src/num_entry.rs	138	defensive-dead	make_result Err on round(0): needs a carry past max weight (~131072 significant digits), impossible under the 64-byte numeric-string cap	Err(_) => i32::MAX,
crates/backend/utils/adt/formatting/src/num_entry.rs	146	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials	sc.digits.extend_from_slice(s);
crates/backend/utils/adt/formatting/src/num_entry.rs	147	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials	sc.digits.push(0);
crates/backend/utils/adt/formatting/src/num_entry.rs	148	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials	return Ok(true);
crates/backend/utils/adt/formatting/src/num_entry.rs	567	harness-shape	core zero-return for empty format: fc_numeric_to_number returns SQL NULL for empty/oversized fmt before the core runs (C SQL surface identical)	return Ok(int64_to_numeric(0));
crates/backend/utils/adt/formatting/src/parse.rs	20	defensive-dead	early-return for non-action nodes: the sole caller always passes is_action=true	return Ok(());
crates/backend/utils/adt/formatting/src/tables.rs	223	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	maxalign(std::mem::size_of::<bool>() + std::mem::size_of::<i32>());
crates/backend/utils/adt/formatting/src/tables.rs	225	const-registry	const/registry machinery evaluated at compile time or by server boot, not by the fuzz entry points	maxalign(std::mem::size_of::<bool>() + std::mem::size_of::<i32>() + NUMDESC_SIZEOF_C);
crates/backend/utils/adt/formatting/src/tables.rs	618	const-registry	macro_rules! body building the const keyword tables; evaluated at compile time only	KeyWord {
crates/backend/utils/adt/formatting/src/tables.rs	619	const-registry	macro_rules! body building the const keyword tables; evaluated at compile time only	name: $name,
crates/backend/utils/adt/formatting/src/tables.rs	620	const-registry	macro_rules! body building the const keyword tables; evaluated at compile time only	len: $len,
crates/backend/utils/adt/formatting/src/tables.rs	621	const-registry	macro_rules! body building the const keyword tables; evaluated at compile time only	id: $id,
crates/backend/utils/adt/formatting/src/tables.rs	622	const-registry	macro_rules! body building the const keyword tables; evaluated at compile time only	is_digit: $dig,
crates/backend/utils/adt/formatting/src/tables.rs	623	const-registry	macro_rules! body building the const keyword tables; evaluated at compile time only	date_mode: $dm,
