# Per-line coverage exceptions (LIT-REVIEW-100PCT §5.1/§8 discipline).
# Row = {file, line, class, c_counterpart, justification, author, review}.
# class ∈ defensive-c-parity | unreachable-arm | platform-other | debug-only.
# Governance: rows enter by PR review only; counted per crate in standings.
# Prefer promotion to a Kani infeasibility proof where the fence is cheap.
#
# MEASUREMENT NOTES (not exceptions — executed lines the instrument leaves
# unmapped, the known multiline-format!-literal false-red class):
#   crates/common/percentrepl/src/lib.rs:43,46 — string-literal continuation
#     lines of format!() inside the EXECUTED unknown-placeholder error arm
#     (neighbors carry DA=317 in the strfam capture 2026-07-30); llvm-cov
#     emits no DA record for them. Board flag: macro_attrib/merge-coverage
#     does not credit multiline format! literals.
#   crates/common/wait_error/src/lib.rs:101 — same class, signaled arm
#     (neighbors DA=5).
#
# p1-lanee batch (2026-07-31) — MEASUREMENT NOTES, adjudicated residual of the
# encoding-batch merge (adt_ascii + base64; fleet 10M + local lcov union,
# 147/161 v2-SLOC): none of the 14 residual lines is reachable-untested
# logic; eyeballed per the pre-share rendered-red audit rule.
#   CONST DATA TABLES the v2 table-exclusion heuristic missed (denominator-
#   exclusion candidates; content certified by proofs + the 10M-exec fleet
#   differential):
#     crates/backend/utils/adt/adt_ascii/src/lib.rs:17-24 (LATIN1/2/9+WIN1250
#       maps, b"..." literal form; C ascii.c in-function string literals),
#       :144 (ASCII_BUILTINS registry head)
#     crates/common/base64/src/lib.rs:7 (B64LOOKUP; cells exercised by
#       proofs/hashenc eq_b64_decode_len0..8 symbolic bytes)
#   CONST-EVAL-ONLY fns, no runtime code (laned int8 const-table-machinery
#   precedent): adt_ascii/src/lib.rs:140-141.
#   MULTILINE format!-LITERAL continuation of an EXECUTED arm (known llvm-cov
#   unmapped class, lanec precedent): adt_ascii/src/lib.rs:113
#   (conversion_not_supported ctor, neighbors covered).
#   DECLARATION-ONLY line, no code emitted: base64/src/lib.rs:76 (`let b`).
#   (crypto/hash-family residuals belong to p1-lanef, the claim of record.)
#   p1-lanef (crypto/hash + tables batches): 32 residual lines are RECORDED AS
#     ROWS in proofs/coverage/lanef/residual-rows-lanef.tsv (auto-exceptions.tsv
#     column shape and semantics; 4 reproduced by --auto-exceptions, 28
#     hand-classified with the blocking classifier gap named in
#     lanef/AUTO-EXCEPTIONS-GAPS.md). Reconciled: crypto 275/295, tables
#     127/139, combined 402/434.
file	line	class	c_counterpart	justification	author	review
crates/backend/access/brin/brin_minmax_multi/src/ranges.rs	781	defensive-c-parity	src/backend/access/brin/brin_minmax_multi.c:1800-1804	`?` edge of compactify's strategy-proc lookup; OOM-only	p1-waveb	pending
crates/backend/access/brin/brin_minmax_multi/src/ranges.rs	799	defensive-c-parity	src/backend/access/brin/brin_minmax_multi.c:1836-1838	`?` edge of compactify's reduce call; OOM-only	p1-waveb	pending
crates/backend/access/brin/brin_minmax_multi/src/ranges.rs	828	debug-only	USE_ASSERT_CHECKING gate (brin_minmax_multi.c:298 #ifdef)	`if !cfg!(debug_assertions) return` release arm of assert_check_ranges: the capture build carries debug assertions ON (mirrors the assertions-ON oracle TU); the return executes in release ships only	p1-waveb	pending
crates/backend/access/brin/brin_minmax_multi/src/ranges.rs	862-867	debug-only	src/backend/access/brin/brin_minmax_multi.c:373-396 (AssertCheckRanges bsearch; Assert(false) at 396)	the "point value covered by a range" invariant-violation arm of assert_check_ranges (plus the `?` edge of its call_bool): reachable only when the Ranges invariants are broken	p1-waveb	pending
crates/backend/access/brin/brin_minmax_multi/src/ranges.rs	881	debug-only	src/backend/access/brin/brin_minmax_multi.c:409-416 (bsearch_arg Assert)	`?`/false edge of the sorted-vs-unsorted disjointness debug_assert bsearch; invariant-unreachable	p1-waveb	pending
crates/backend/access/brin/brin_minmax_multi/src/ranges.rs	896	debug-only	USE_ASSERT_CHECKING gate (brin_minmax_multi.c:430 #ifdef)	release arm of assert_check_expanded_ranges; same as ranges.rs:828	p1-waveb	pending
crates/backend/access/rmgrdesc/src/brindesc.rs	21	defensive-c-parity	src/backend/access/rmgrdesc/brindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/brindesc.rs	30	defensive-c-parity	src/backend/access/rmgrdesc/brindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/brindesc.rs	41	defensive-c-parity	src/backend/access/rmgrdesc/brindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/brindesc.rs	56	defensive-c-parity	src/backend/access/rmgrdesc/brindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/clogdesc.rs	20	defensive-c-parity	src/backend/access/rmgrdesc/clogdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/committsdesc.rs	20	defensive-c-parity	src/backend/access/rmgrdesc/committsdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/dbasedesc.rs	26	defensive-c-parity	src/backend/access/rmgrdesc/dbasedesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	64	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	77	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	93	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	111	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	122	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	128	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gindesc.rs	150	defensive-c-parity	src/backend/access/rmgrdesc/gindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gistdesc.rs	29	defensive-c-parity	src/backend/access/rmgrdesc/gistdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gistdesc.rs	39	defensive-c-parity	src/backend/access/rmgrdesc/gistdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/gistdesc.rs	54	defensive-c-parity	src/backend/access/rmgrdesc/gistdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	88	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	98	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	106	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	114	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	124	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	132	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/hashdesc.rs	145	defensive-c-parity	src/backend/access/rmgrdesc/hashdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	157	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	186	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	216	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	232	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	266	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	295	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/heapdesc.rs	302	defensive-c-parity	src/backend/access/rmgrdesc/heapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/logicalmsgdesc.rs	27	defensive-c-parity	src/backend/access/rmgrdesc/logicalmsgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/mxactdesc.rs	41	defensive-c-parity	src/backend/access/rmgrdesc/mxactdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/mxactdesc.rs	56	defensive-c-parity	src/backend/access/rmgrdesc/mxactdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	33	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	56	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	70	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	84	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	91	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	109	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/nbtdesc.rs	118	defensive-c-parity	src/backend/access/rmgrdesc/nbtdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/relmapdesc.rs	19	defensive-c-parity	src/backend/access/rmgrdesc/relmapdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/replorigindesc.rs	24	defensive-c-parity	src/backend/access/rmgrdesc/replorigindesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/seqdesc.rs	21	defensive-c-parity	src/backend/access/rmgrdesc/seqdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/smgrdesc.rs	32	defensive-c-parity	src/backend/access/rmgrdesc/smgrdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
crates/backend/access/rmgrdesc/src/spgdesc.rs	21	defensive-c-parity	src/backend/access/rmgrdesc/spgdesc.c appendStringInfo (palloc OOM = ereport noreturn)	`)?;` closer line of a multi-line appendf!/StringInfo append — the line's span is the `?` ERROR branch (ratified by the p1-waved2 appendf_shapes rig probe: closers carry a real span, not an unmappable shape); the only Err source is StringInfo allocation failure, which C has no error-return for (palloc ereport ERROR aborts, noreturn). The Rust Err plumb is the counterpart of C's noreturn OOM path and cannot fire under fuzz.	p1-waved2	pending
